cluster_id	Amplitude
553	9.4
554	19.3
555	11.0
556	10.6
557	9.5
558	11.8
559	28.6
560	10.4
561	20.5
562	10.6
563	15.6
564	26.5
565	20.0
566	15.8
567	24.5
568	10.5
569	9.7
570	20.1
571	10.9
572	10.8
573	15.1
574	20.0
575	10.3
576	9.7
577	11.6
578	10.4
579	27.5
580	12.3
581	19.0
582	12.8
583	9.1
584	19.6
585	12.1
586	24.2
587	10.7
588	10.7
589	21.0
590	18.6
591	10.0
592	26.5
593	24.2
594	14.4
595	14.3
596	9.9
597	15.3
598	22.0
599	11.0
600	15.4
601	8.9
602	16.6
603	18.7
604	11.9
605	21.8
606	10.5
607	16.4
608	21.0
609	16.9
610	23.7
611	10.1
612	10.6
613	9.8
614	23.2
615	11.0
616	9.4
617	22.4
618	17.2
619	27.8
620	15.7
621	11.6
622	26.5
623	10.4
624	12.9
625	12.5
626	10.1
627	10.9
628	9.5
629	19.0
630	10.3
631	16.8
632	19.1
633	17.4
634	28.5
635	15.9
636	10.5
637	12.8
638	11.3
639	10.8
640	9.1
641	11.0
642	9.1
643	16.7
644	23.5
645	13.7
646	9.4
647	9.2
648	24.5
649	10.3
650	19.6
651	25.5
652	10.3
653	12.8
654	10.4
655	9.8
656	12.8
657	12.0
658	10.3
659	10.9
660	23.4
661	11.2
662	9.2
663	24.2
664	19.7
665	32.9
666	9.3
667	9.6
668	9.0
669	17.2
670	8.9
671	11.3
672	19.8
673	19.2
674	12.7
675	20.7
676	22.3
677	12.1
678	10.9
679	12.5
680	17.7
681	22.4
682	38.7
683	35.4
684	26.9
685	10.5
686	21.0
687	22.5
688	10.5
689	9.3
690	10.2
691	40.8
692	25.6
693	24.8
694	9.9
695	12.5
696	21.0
697	17.6
698	17.3
699	10.0
700	41.3
701	20.3
702	28.5
703	23.6
704	9.3
705	10.7
706	11.8
707	27.1
708	54.7
709	31.7
710	10.4
711	10.6
712	18.0
713	31.0
714	22.3
715	19.1
716	9.5
717	26.5
718	28.8
719	30.2
720	29.3
721	30.2
722	9.3
723	10.5
724	32.5
725	10.2
726	9.6
727	24.4
728	10.5
729	25.9
730	9.2
731	10.1
732	10.1
