cluster_id	ContamPct
410	30.4
411	20.8
412	59.7
413	219.1
414	0.0
415	23.3
416	0.0
417	16.0
418	2.9
419	78.9
420	144.5
421	5.7
422	16.2
423	0.0
424	155.9
425	5.7
426	116.8
427	94.0
428	7.1
429	91.2
430	0.0
431	1.5
432	125.6
433	109.3
434	3.0
435	15.3
436	16.1
437	83.3
438	2.4
439	1.2
440	26.3
441	49.8
442	9.5
443	62.7
444	69.0
445	0.0
446	34.3
447	0.0
448	0.0
449	0.0
450	168.2
451	0.0
452	52.1
453	4.3
454	0.0
455	74.5
456	5.9
457	0.0
458	18.0
459	70.0
460	9.4
461	18.6
462	13.8
463	0.0
464	0.6
465	2.1
466	24.8
467	24.5
468	208.0
469	0.0
470	12.1
471	0.0
472	0.0
473	0.0
474	10.1
475	62.5
476	33.7
477	2.1
478	0.0
479	3.6
480	0.0
481	0.0
482	20.2
483	210.5
484	0.0
485	3.8
486	59.0
487	0.0
488	5.6
489	9.0
490	11.3
491	44.2
492	134.3
493	0.0
494	0.0
495	5.7
496	24.1
497	10.4
498	140.4
499	102.0
500	3.9
501	0.0
502	0.0
503	15.9
504	0.0
505	0.0
506	1.9
507	0.0
508	0.0
509	0.0
510	115.1
511	0.0
512	46.9
513	93.5
514	71.4
515	72.0
516	96.6
517	0.0
518	73.7
519	0.0
520	190.2
521	110.3
522	98.3
523	0.0
524	0.0
525	0.0
526	0.0
527	137.5
528	140.4
529	127.9
530	0.0
531	104.4
532	31.7
533	1.5
534	8.2
535	0.0
536	5.0
537	71.9
538	0.0
539	0.0
540	0.0
541	195.0
542	154.7
543	0.0
544	0.0
545	0.0
546	0.0
547	277.8
548	0.0
549	0.4
550	142.5
551	83.0
552	0.0
553	88.5
554	0.0
555	27.9
556	0.0
557	260.2
558	19.5
559	0.0
560	69.7
561	0.0
562	6.6
563	1.6
564	0.0
565	0.0
566	41.3
567	0.8
568	91.3
569	97.8
570	2.9
571	2.7
572	4.7
573	1.0
574	0.0
575	9.2
576	40.6
577	50.4
578	56.6
579	0.0
580	12.6
581	1.3
582	19.1
583	123.7
584	0.0
585	4.1
586	0.0
587	0.0
588	19.3
589	0.8
590	3.4
591	0.0
592	0.0
593	0.0
594	1.3
595	4.9
596	56.0
597	1.2
598	0.0
599	37.0
600	25.8
601	72.4
602	0.0
603	3.4
604	14.7
605	8.1
606	0.9
607	2.8
608	10.6
609	12.6
610	0.0
611	0.0
612	68.1
613	53.3
614	0.0
615	38.5
616	41.7
617	0.0
618	11.3
619	0.0
620	2.3
621	31.8
622	0.0
623	62.1
624	19.4
625	29.9
626	83.2
627	19.8
628	113.6
629	40.5
630	22.0
631	0.0
632	3.4
633	1.3
634	0.0
635	2.8
636	72.2
637	19.4
638	111.1
639	42.8
640	86.4
641	97.6
642	15.1
643	2.3
644	0.0
645	6.3
646	84.7
647	147.7
648	0.0
649	14.9
650	0.0
651	0.0
652	57.4
653	33.2
654	26.0
655	84.5
656	41.0
657	117.9
658	45.3
659	7.0
660	0.0
661	39.3
662	161.4
663	0.0
664	0.0
665	0.0
666	115.5
667	172.6
668	110.8
669	0.0
670	136.9
671	0.0
672	11.6
673	0.0
674	58.8
675	0.0
676	0.0
677	12.6
678	144.4
679	84.5
680	8.4
681	0.0
682	0.0
683	0.0
684	1.1
685	0.0
686	0.0
687	0.0
688	83.6
689	199.3
690	170.0
691	0.0
692	15.3
693	0.0
694	152.8
695	53.9
696	0.0
697	10.0
698	7.1
699	118.2
700	0.0
701	0.0
702	0.0
703	0.0
704	194.2
705	33.1
706	23.7
707	0.0
708	0.0
709	0.0
710	51.8
711	84.3
712	0.0
713	0.0
714	24.1
715	0.0
716	321.8
717	0.0
718	0.0
719	0.0
720	0.0
721	3.2
722	95.8
723	131.8
724	0.0
725	100.1
726	148.5
727	0.0
728	76.6
729	4.3
730	83.7
731	84.6
732	68.2
